Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE
Date,,,,,,
1995-01-01,4017.5,4017.5,4196.39990234375,3983.300048828125,4192.89990234375,11521900
1995-02-01,4124.7998046875,4124.7998046875,4154.10009765625,4015.5,4039.0,11217100
1995-03-01,4313.60009765625,4313.60009765625,4320.5,4072.10009765625,4113.89990234375,14290500
1995-04-01,4279.5,4279.5,4317.89990234375,4243.0,4305.2998046875,12154100
1995-05-01,4448.60009765625,4448.60009765625,4452.10009765625,4255.7998046875,4276.2998046875,15052700
1995-06-01,4527.2001953125,4527.2001953125,4562.10009765625,4422.5,4448.7001953125,14653400
1995-07-01,4615.10009765625,4615.10009765625,4718.2998046875,4527.0,4527.2001953125,12494800
1995-08-01,4516.7001953125,4516.7001953125,4632.7001953125,4514.7998046875,4604.89990234375,12074000
1995-09-01,4529.7998046875,4529.7998046875,4613.5,4486.89990234375,4510.7998046875,12983100
1995-10-01,4459.2001953125,4459.2001953125,4518.7998046875,4280.0,4513.2998046875,12047500
1995-11-01,4661.2001953125,4661.2001953125,4681.7001953125,4445.0,4449.10009765625,14422900
1995-12-01,4713.5,4713.5,4752.7998046875,4611.60009765625,4658.0,13681600
1996-01-01,4968.39990234375,4968.39990234375,4987.89990234375,4707.39990234375,4707.39990234375,13608500
1996-02-01,4933.7001953125,4933.7001953125,5066.7998046875,4923.7998046875,4983.39990234375,17775200
1996-03-01,4970.7998046875,4970.7998046875,5004.7998046875,4870.0,4947.2001953125,16026300
1996-04-01,5146.5,5146.5,5154.2998046875,4949.10009765625,4970.2001953125,14106700
1996-05-01,5246.39990234375,5246.39990234375,5248.39990234375,5116.5,5142.7001953125,18335100
1996-06-01,5044.10009765625,5044.10009765625,5243.60009765625,5006.10009765625,5234.60009765625,16768900
1996-07-01,4929.2001953125,4929.2001953125,5098.2998046875,4814.10009765625,5070.39990234375,14333900
1996-08-01,5143.39990234375,5143.39990234375,5200.7001953125,4933.2001953125,4933.2001953125,15374900
1996-09-01,5291.10009765625,5291.10009765625,5326.89990234375,5120.0,5120.0,17062300
1996-10-01,5598.7998046875,5598.7998046875,5601.89990234375,5294.60009765625,5296.2998046875,21980900
1996-11-01,6016.7001953125,6016.7001953125,6019.10009765625,5579.2998046875,5606.0,22887200
1996-12-01,5927.0,5927.0,5996.7998046875,5672.2001953125,5978.89990234375,17763200
1997-01-01,6109.60009765625,6109.60009765625,6144.2998046875,5872.2001953125,5917.7998046875,23648400
1997-02-01,6157.7998046875,6157.7998046875,6260.7001953125,6063.10009765625,6123.2001953125,23289900
1997-03-01,5850.2001953125,5850.2001953125,6348.0,5808.5,6125.0,19454900
1997-04-01,5976.60009765625,5976.60009765625,5976.60009765625,5658.0,5840.2998046875,874082600
1997-05-01,6382.10009765625,6382.10009765625,6491.39990234375,5973.2998046875,5973.2998046875,1096815500
1997-06-01,6437.7001953125,6437.7001953125,6557.0,6388.7998046875,6403.39990234375,1149464300
1997-07-01,6877.7001953125,6877.7001953125,6881.89990234375,6471.5,6471.5,1258942100
1997-08-01,6611.7998046875,6611.7998046875,6964.10009765625,6582.2001953125,6877.2998046875,1082091700
