Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE
Date,,,,,,
2010-09-01,12368.7001953125,12368.7001953125,12406.400390625,11914.2001953125,11978.2998046875,4497303100
2010-10-01,12676.2001953125,12676.2001953125,12710.2001953125,12262.7001953125,12400.099609375,3947914100
2010-11-01,12952.900390625,12952.900390625,13114.099609375,12501.7998046875,12725.900390625,4668483900
2010-12-01,13443.2001953125,13443.2001953125,13493.599609375,12952.900390625,13067.0,4102139700
2011-01-01,13552.0,13552.0,13588.5,13139.5,13530.400390625,4636162300
2011-02-01,14136.5,14136.5,14160.7001953125,13552.2998046875,13617.7001953125,4403932100
2011-03-01,14116.099609375,14116.099609375,14329.5,13237.900390625,14167.0,5292244500
2011-04-01,13944.7998046875,13944.7998046875,14315.400390625,13584.599609375,14118.2001953125,4024334700
2011-05-01,13802.900390625,13802.900390625,14089.099609375,13264.7998046875,13944.7998046875,3871603900
2011-06-01,13300.900390625,13300.900390625,13823.400390625,12763.5,13806.099609375,4487582600
2011-07-01,12945.599609375,12945.599609375,13516.2001953125,12858.400390625,13315.400390625,3528913000
2011-08-01,12768.7001953125,12768.7001953125,13010.599609375,11617.7998046875,13010.599609375,5560123300
2011-09-01,11623.7998046875,11623.7998046875,12798.5,11293.599609375,12770.7001953125,5118460300
2011-10-01,12252.099609375,12252.099609375,12541.7998046875,10848.2001953125,11516.900390625,4831907400
2011-11-01,12204.099609375,12204.099609375,12542.599609375,11420.7998046875,11963.2001953125,4347381300
2011-12-01,11955.099609375,11955.099609375,12268.900390625,11468.7001953125,12174.099609375,4195931300
2012-01-01,12452.2001953125,12452.2001953125,12616.0,11955.900390625,12097.2001953125,4129696600
2012-02-01,12644.0,12644.0,12788.599609375,12291.7998046875,12510.7001953125,4117625300
2012-03-01,12392.2001953125,12392.2001953125,12731.5,12194.5,12643.0,4938268500
2012-04-01,12292.7001953125,12292.7001953125,12526.599609375,11869.0,12381.5,3636982100
2012-05-01,11513.2001953125,11513.2001953125,12364.599609375,11256.7001953125,12325.7001953125,4116747500
2012-06-01,11596.599609375,11596.599609375,11824.599609375,11209.599609375,11413.099609375,4100253800
2012-07-01,11664.7001953125,11664.7001953125,11936.2001953125,11366.7001953125,11727.5,3248198800
2012-08-01,11949.2998046875,11949.2998046875,12196.7998046875,11475.400390625,11693.099609375,3035865900
2012-09-01,12317.5,12317.5,12529.7998046875,11904.5,11978.0,3642520600
2012-10-01,12422.900390625,12422.900390625,12494.0,12137.2001953125,12372.5,3116811700
2012-11-01,12239.400390625,12239.400390625,12511.5,11761.2998046875,12408.5,3356105900
2012-12-01,12433.5,12433.5,12457.2998046875,12095.5,12253.7001953125,3468514000
2013-01-01,12685.2001953125,12685.2001953125,12895.2998046875,12430.400390625,12571.7998046875,3572534100
2013-02-01,12821.7998046875,12821.7998046875,12832.7001953125,12602.5,12741.2001953125,3328508900
2013-03-01,12749.900390625,12749.900390625,12904.7001953125,12622.5,12798.7001953125,3671660900
2013-04-01,12456.5,12456.5,12751.599609375,11916.599609375,12751.599609375,3845683700
2013-05-01,12650.400390625,12650.400390625,12889.2998046875,12276.0,12408.0,579680800
2013-06-01,12129.099609375,12129.099609375,12681.2001953125,11759.0,12661.2001953125,37965200
2013-07-01,12486.599609375,12486.599609375,12772.099609375,12055.599609375,12178.0,552542500
2013-08-01,12653.900390625,12653.900390625,12812.599609375,12400.099609375,12486.599609375,2514315900
2013-09-01,12787.2001953125,12787.2001953125,12964.900390625,12654.2998046875,12654.2998046875,2555871000
2013-10-01,13361.2998046875,13361.2998046875,13471.099609375,12678.0,12787.2001953125,3396521600
2013-11-01,13395.400390625,13395.400390625,13517.0,13285.2001953125,13362.900390625,2698397100
2013-12-01,13621.599609375,13621.599609375,13644.2998046875,13059.7001953125,13395.400390625,2886736500
2014-01-01,13694.900390625,13694.900390625,14002.400390625,13473.2001953125,13621.400390625,3958912800
2014-02-01,14209.599609375,14209.599609375,14280.900390625,13450.2998046875,13694.900390625,3650954400
2014-03-01,14335.2998046875,14335.2998046875,14406.900390625,14139.2998046875,14209.7001953125,3664332300
2014-04-01,14651.900390625,14651.900390625,14662.0,14221.400390625,14335.2998046875,3506261200
2014-05-01,14604.2001953125,14604.2001953125,14765.2001953125,14473.7998046875,14651.900390625,2995727100
2014-06-01,15146.0,15146.0,15146.0,14604.2001953125,14604.2001953125,3393673500
2014-07-01,15330.7001953125,15330.7001953125,15527.2998046875,15021.099609375,15146.0,3323445900
2014-08-01,15625.7001953125,15625.7001953125,15653.400390625,15056.099609375,15330.7998046875,2734232600
2014-09-01,14960.5,14960.5,15685.099609375,14821.7001953125,15626.900390625,3736970700
2014-10-01,14613.2998046875,14613.2998046875,14958.5,13646.7998046875,14958.5,4600707700
2014-11-01,14744.7001953125,14744.7001953125,15184.400390625,14327.0,14632.2001953125,4009177600
2014-12-01,14632.400390625,14632.400390625,14789.0,13635.5,14753.5,5719021100
2015-01-01,14673.5,14673.5,14853.2998046875,13892.599609375,14637.2998046875,5178528700
2015-02-01,15234.2998046875,15234.2998046875,15349.0,14713.900390625,14713.900390625,4293263700
2015-03-01,14902.400390625,14902.400390625,15283.7001953125,14606.2001953125,15240.900390625,4479338300
2015-04-01,15224.5,15224.5,15524.7998046875,14878.5,14925.2001953125,3772368300
2015-05-01,15014.099609375,15014.099609375,15416.599609375,14934.2998046875,15224.400390625,3483023200
2015-06-01,14553.2998046875,14553.2998046875,15182.2001953125,14482.2001953125,15040.900390625,3725889300
2015-07-01,14468.400390625,14468.400390625,14748.0,13938.900390625,14588.2001953125,3804476900
2015-08-01,13859.099609375,13859.099609375,14622.400390625,12705.2001953125,14465.7998046875,4207264000
2015-09-01,13307.0,13307.0,13876.0,12964.099609375,13691.7998046875,4457532700
2015-10-01,13529.2001953125,13529.2001953125,14053.2001953125,13086.400390625,13362.5,4839515700
2015-11-01,13469.7998046875,13469.7998046875,13790.099609375,13030.5,13531.0,4013504500
2015-12-01,13010.0,13010.0,13653.7001953125,12617.7001953125,13488.400390625,4495475300
